"Name","Location","Function Signature","Function Size"
"sync.fatal","0045a150","undefined sync.fatal(undefined4 param_1\, undefined4 param_2)","52"
"runtime.entersyscall","0045a190","undefined runtime.entersyscall(undefined1 param_1)","27"
"runtime.exitsyscall","0045a1b0","undefined runtime.exitsyscall(undefined1 param_1)","524"
"sync.runtime_procPin","0045a3c0","undefined sync.runtime_procPin(undefined4 param_1)","29"
"sync.runtime_procUnpin","0045a3e0","undefined sync.runtime_procUnpin(void)","21"
"sync.runtime_canSpin","0045a400","undefined sync.runtime_canSpin(int param_1)","137"
"sync.runtime_doSpin","0045a490","undefined sync.runtime_doSpin(void)","19"
"runtime/debug.SetTraceback","0045a4b0","undefined runtime/debug.SetTraceback(int * param_1\, uint param_2)","321"
"reflect.resolveNameOff","0045a600","undefined reflect.resolveNameOff(undefined * param_1\, uint param_2)","60"
"reflect.resolveTypeOff","0045a640","undefined reflect.resolveTypeOff(undefined * param_1\, uint param_2)","60"
"reflect.resolveTextOff","0045a680","undefined reflect.resolveTextOff(undefined * param_1\, uint param_2)","60"
"internal/reflectlite.resolveNameOff","0045a6c0","undefined internal/reflectlite.resolveNameOff(undefined * param_1\, uint param_2)","60"
"reflect.addReflectOff","0045a700","undefined reflect.addReflectOff(int param_1)","346"
"internal/poll.runtime_Semacquire","0045a860","undefined internal/poll.runtime_Semacquire(int * param_1)","70"
"sync.runtime_Semrelease","0045a8b0","undefined sync.runtime_Semrelease(int * param_1\, char param_2\, int param_3)","61"
"sync.runtime_SemacquireMutex","0045a8f0","undefined sync.runtime_SemacquireMutex(int * param_1\, char param_2\, int param_3)","74"
"internal/poll.runtime_Semrelease","0045a940","undefined internal/poll.runtime_Semrelease(int * param_1)","57"
"sync.runtime_notifyListCheck","0045a980","undefined sync.runtime_notifyListCheck(uint param_1)","170"
"sync.runtime_nanotime","0045aa30","undefined sync.runtime_nanotime(undefined4 param_1\, undefined4 param_2)","52"
"runtime.morestackc","0045aa70","undefined runtime.morestackc(void)","27"
"runtime.gostring","0045aa90","undefined runtime.gostring(undefined4 * param_1)","185"
"reflect.memmove","0045ab50","undefined reflect.memmove(undefined4 * param_1\, undefined4 * param_2\, uint param_3)","60"
"syscall.compileCallback","0045ab90","undefined syscall.compileCallback(int param_1\, undefined4 param_2\, char param_3)","1070"
"syscall.loadsystemlibrary","0045afc0","undefined syscall.loadsystemlibrary(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","268"
"syscall.loadlibrary","0045b0d0","undefined syscall.loadlibrary(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","232"
"syscall.getprocaddress","0045b1d0","undefined syscall.getprocaddress(undefined1 param_1\, undefined param_2\, undefined4 param_3\, undefined4 param_4)","224"
"syscall.Syscall","0045b2c0","undefined syscall.Syscall(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, undefined4 param_6\, undefined4 param_7\, undefined4 param_8)","115"
"syscall.Syscall6","0045b340","undefined syscall.Syscall6(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, undefined4 param_6\, undefined4 param_7\, undefined4 param_8)","126"
"syscall.Syscall9","0045b3c0","undefined syscall.Syscall9(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, undefined4 param_6\, undefined4 param_7\, undefined4 param_8\, undefined4 param_9\, undefined4 param_10\, undefined4 param_11)","150"
"syscall.SyscallN","0045b460","undefined syscall.SyscallN(undefined4 param_1\, undefined4 * param_2\, int param_3)","376"
"runtime.sigpanic","0045b5e0","thunk undefined runtime.sigpanic(void)","5"
"gogo","0045b5f0","undefined gogo(undefined4 param_1\, undefined4 param_2)","46"
"callRet","0045b620","undefined callRet(uint param_1\, int param_2)","35"
"gosave_systemstack_switch","0045b650","undefined4 gosave_systemstack_switch(undefined1 param_1)","52"
"setg_gcc","0045b690","undefined setg_gcc(undefined4 param_1)","18"
"ldt0setup","0045b6b0","undefined ldt0setup(void)","37"
"aeshashbody","0045b6e0","undefined aeshashbody(undefined4 param_1\, uint * param_2\, undefined4 param_3\, uint param_4)","616"
"_rt0_386","0045b950","undefined _rt0_386(void)","23"
"runtime.rt0_go","0045b970","undefined runtime.rt0_go(undefined4 param_1)","373"
"runtime.asminit","0045baf0","undefined runtime.asminit(void)","7"
"runtime.mstart","0045bb00","undefined runtime.mstart(void)","6"
"runtime.gogo","0045bb10","undefined runtime.gogo(int param_1)","14"
"runtime.mcall","0045bb20","undefined runtime.mcall(undefined * * param_1)","76"
"runtime.systemstack_switch","0045bb70","undefined runtime.systemstack_switch(void)","1"
"runtime.systemstack","0045bb80","undefined runtime.systemstack(undefined * * param_1)","117"
"runtime.morestack","0045bc00","undefined runtime.morestack(undefined4 param_1\, undefined4 param_2\, int param_3)","130"
"runtime.morestack_noctxt","0045bc90","undefined runtime.morestack_noctxt(void * this\, int param_1)","10"
"runtime.reflectcall","0045bca0","undefined runtime.reflectcall(int param_1\, undefined * * param_2\, undefined * param_3\, int param_4\, int param_5\, uint param_6)","407"
"runtime.call16","0045be40","undefined runtime.call16(int param_1\, undefined * * param_2\, undefined * param_3\, int param_4\, int param_5)","100"
"runtime.call32","0045beb0","undefined runtime.call32(int param_1\, undefined * * param_2\, undefined * param_3\, int param_4\, int param_5)","100"
"runtime.call64","0045bf20","undefined runtime.call64(int param_1\, undefined * * param_2\, undefined * param_3\, int param_4\, int param_5)","100"
"runtime.call128","0045bf90","undefined runtime.call128(int param_1\, undefined * * param_2\, undefined * param_3\, int param_4\, int param_5)","124"
"runtime.call256","0045c010","undefined runtime.call256(int param_1\, undefined * * param_2\, undefined * param_3\, int param_4\, int param_5)","134"
"runtime.call512","0045c0a0","undefined runtime.call512(int param_1\, undefined * * param_2\, undefined * param_3\, int param_4\, int param_5)","137"
"runtime.call1024","0045c130","undefined runtime.call1024(int param_1\, undefined * * param_2\, undefined * param_3\, int param_4\, int param_5)","137"
"runtime.call2048","0045c1c0","undefined runtime.call2048(int param_1\, undefined * * param_2\, undefined * param_3\, int param_4\, int param_5)","137"
"runtime.call4096","0045c250","undefined runtime.call4096(int param_1\, undefined * * param_2\, undefined * param_3\, int param_4\, int param_5)","137"
"runtime.call8192","0045c2e0","undefined runtime.call8192(int param_1\, undefined * * param_2\, undefined * param_3\, int param_4\, int param_5)","139"
"runtime.call16384","0045c370","undefined runtime.call16384(int param_1\, undefined * * param_2\, undefined * param_3\, int param_4\, int param_5)","139"
"runtime.call32768","0045c400","undefined runtime.call32768(int param_1\, undefined * * param_2\, undefined * param_3\, int param_4\, int param_5)","139"
"runtime.call65536","0045c490","undefined runtime.call65536(int param_1\, undefined * * param_2\, undefined * param_3\, int param_4\, int param_5)","139"
"runtime.call131072","0045c520","undefined runtime.call131072(int param_1\, undefined * * param_2\, undefined * param_3\, int param_4\, int param_5)","139"
"runtime.call262144","0045c5b0","undefined runtime.call262144(int param_1\, undefined * * param_2\, undefined * param_3\, int param_4\, int param_5)","139"
"runtime.call524288","0045c640","undefined runtime.call524288(int param_1\, undefined * * param_2\, undefined * param_3\, int param_4\, int param_5)","139"
"runtime.call1048576","0045c6d0","undefined runtime.call1048576(int param_1\, undefined * * param_2\, undefined * param_3\, int param_4\, int param_5)","139"
"runtime.call2097152","0045c760","undefined runtime.call2097152(int param_1\, undefined * * param_2\, undefined * param_3\, int param_4\, int param_5)","139"
"runtime.call4194304","0045c7f0","undefined runtime.call4194304(int param_1\, undefined * * param_2\, undefined * param_3\, int param_4\, int param_5)","139"
"runtime.call8388608","0045c880","undefined runtime.call8388608(int param_1\, undefined * * param_2\, undefined * param_3\, int param_4\, int param_5)","139"
"runtime.call16777216","0045c910","undefined runtime.call16777216(int param_1\, undefined * * param_2\, undefined * param_3\, int param_4\, int param_5)","139"
"runtime.call33554432","0045c9a0","undefined runtime.call33554432(int param_1\, undefined * * param_2\, undefined * param_3\, int param_4\, int param_5)","139"
"runtime.call67108864","0045ca30","undefined runtime.call67108864(int param_1\, undefined * * param_2\, undefined * param_3\, int param_4\, int param_5)","139"
"runtime.call134217728","0045cac0","undefined runtime.call134217728(int param_1\, undefined * * param_2\, undefined * param_3\, int param_4\, int param_5)","139"
"runtime.call268435456","0045cb50","undefined runtime.call268435456(int param_1\, undefined * * param_2\, undefined * param_3\, int param_4\, int param_5)","139"
"runtime.call536870912","0045cbe0","undefined runtime.call536870912(int param_1\, undefined * * param_2\, undefined * param_3\, int param_4\, int param_5)","139"
"runtime.call1073741824","0045cc70","undefined runtime.call1073741824(int param_1\, undefined * * param_2\, undefined * param_3\, int param_4\, int param_5)","139"
"runtime.procyield","0045cd00","undefined runtime.procyield(int param_1)","12"
"runtime.publicationBarrier","0045cd10","undefined runtime.publicationBarrier(void)","1"
"runtime.asmcgocall","0045cd20","undefined runtime.asmcgocall(undefined * param_1\, undefined4 param_2)","145"
"runtime.cgocallback","0045cdc0","undefined runtime.cgocallback(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","212"
"runtime.setg","0045cea0","undefined runtime.setg(int param_1)","48"
"runtime.abort","0045ced0","undefined runtime.abort(void)","4"
"runtime.stackcheck","0045cee0","undefined runtime.stackcheck(void)","33"
"runtime.cputicks","0045cf10","undefined runtime.cputicks(undefined4 param_1\, undefined4 param_2)","28"
"runtime.emptyfunc","0045cf30","undefined runtime.emptyfunc(void)","26"
"runtime.memhash","0045cf50","undefined runtime.memhash(undefined4 param_1\, uint param_2\, uint param_3)","31"
"runtime.strhash","0045cf70","undefined runtime.strhash(undefined4 * param_1\, uint param_2)","32"
"runtime.memhash32","0045cf90","undefined runtime.memhash32(undefined4 * param_1\, uint param_2)","64"
"runtime.memhash64","0045cfd0","undefined runtime.memhash64(ulonglong * param_1\, undefined4 param_2)","64"
"runtime.checkASM","0045d010","undefined runtime.checkASM(undefined1 param_1)","23"
"runtime.return0","0045d030","undefined4 runtime.return0(void)","6"
"runtime.goexit","0045d040","undefined runtime.goexit(void)","1"
"runtime.uint32tofloat64","0045d050","undefined runtime.uint32tofloat64(undefined4 param_1\, undefined8 param_2)","29"
"runtime.float64touint32","0045d070","undefined runtime.float64touint32(undefined8 param_1\, undefined4 param_2)","35"
"runtime.gcWriteBarrier","0045d0a0","undefined runtime.gcWriteBarrier(void)","120"
"runtime.panicIndex","0045d120","undefined runtime.panicIndex(undefined4 param_1\, undefined param_2\, undefined4 param_3\, undefined4 param_4)","13"
"runtime.panicIndexU","0045d130","undefined runtime.panicIndexU(undefined4 param_1\, undefined param_2\, undefined4 param_3\, undefined4 param_4)","13"
"runtime.panicSliceAlen","0045d140","undefined runtime.panicSliceAlen(int param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","13"
"runtime.panicSliceAlenU","0045d150","undefined runtime.panicSliceAlenU(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","13"
"runtime.panicSliceAcap","0045d160","undefined runtime.panicSliceAcap(int param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","13"
"runtime.panicSliceAcapU","0045d170","undefined runtime.panicSliceAcapU(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","13"
"runtime.panicSliceB","0045d180","undefined runtime.panicSliceB(undefined4 param_1\, undefined param_2\, undefined4 param_3\, undefined4 param_4)","13"
"runtime.panicSliceBU","0045d190","undefined runtime.panicSliceBU(undefined4 param_1\, undefined param_2\, undefined4 param_3\, undefined4 param_4)","13"
"runtime.panicSlice3Alen","0045d1a0","undefined runtime.panicSlice3Alen(undefined4 param_1\, int param_2\, undefined4 param_3\, undefined4 param_4)","13"
"runtime.panicSlice3AlenU","0045d1b0","undefined runtime.panicSlice3AlenU(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","13"
"runtime.panicSlice3C","0045d1c0","undefined runtime.panicSlice3C(undefined4 param_1\, undefined param_2\, undefined4 param_3\, undefined4 param_4)","13"
"runtime.panicExtendIndexU","0045d1d0","undefined runtime.panicExtendIndexU(undefined4 param_1\, undefined param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5)","17"
"runtime.duffzero","0045d1f0","undefined runtime.duffzero(void)","1"
"FUN_0045d20c","0045d20c","undefined FUN_0045d20c(void)","17"
"FUN_0045d230","0045d230","undefined FUN_0045d230(void)","6"
"FUN_0045d236","0045d236","undefined FUN_0045d236(void)","6"
"FUN_0045d23c","0045d23c","undefined FUN_0045d23c(void)","4"
"FUN_0045d240","0045d240","undefined FUN_0045d240(void)","13"
"FUN_0045d24d","0045d24d","undefined FUN_0045d24d(void)","3"
"FUN_0045d250","0045d250","undefined FUN_0045d250(void)","7"
"FUN_0045d257","0045d257","undefined FUN_0045d257(void)","2"
"FUN_0045d259","0045d259","undefined FUN_0045d259(void)","4"
"FUN_0045d25d","0045d25d","undefined FUN_0045d25d(void)","1"
"FUN_0045d260","0045d260","undefined FUN_0045d260(void)","1"
"FUN_0045d261","0045d261","undefined FUN_0045d261(void)","2"
"FUN_0045d263","0045d263","undefined FUN_0045d263(void)","1"
"FUN_0045d264","0045d264","undefined FUN_0045d264(void)","1"
"FUN_0045d265","0045d265","undefined FUN_0045d265(void)","1"
"FUN_0045d266","0045d266","undefined FUN_0045d266(void)","1"
"FUN_0045d267","0045d267","undefined FUN_0045d267(void)","1"
"FUN_0045d268","0045d268","undefined FUN_0045d268(void)","1"
"FUN_0045d269","0045d269","undefined FUN_0045d269(void)","1"
"FUN_0045d26a","0045d26a","undefined FUN_0045d26a(void)","1"
"FUN_0045d26b","0045d26b","undefined FUN_0045d26b(void)","6"
"runtime.duffcopy","0045d280","undefined runtime.duffcopy(void)","1"
"FUN_0045d640","0045d640","undefined FUN_0045d640(void)","70"
"FUN_0045d686","0045d686","undefined FUN_0045d686(void)","20"
"FUN_0045d69a","0045d69a","undefined FUN_0045d69a(void)","100"
"FUN_0045d6fe","0045d6fe","undefined FUN_0045d6fe(void)","20"
"FUN_0045d712","0045d712","undefined FUN_0045d712(void)","10"
"FUN_0045d71c","0045d71c","undefined FUN_0045d71c(void)","10"
"FUN_0045d726","0045d726","undefined FUN_0045d726(void)","10"
"FUN_0045d730","0045d730","undefined FUN_0045d730(void)","10"
"FUN_0045d73a","0045d73a","undefined FUN_0045d73a(void)","10"
"FUN_0045d744","0045d744","undefined FUN_0045d744(void)","10"
"FUN_0045d74e","0045d74e","undefined FUN_0045d74e(void)","10"
"FUN_0045d758","0045d758","undefined FUN_0045d758(void)","10"
